economy_code,economy_name,source_family,family_order,attempts_recorded,best_status,best_dataset,best_url,remaining_gap,can_support_exact_matrix
RUT,Russian Federation,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
RUT,Russian Federation,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
RUT,Russian Federation,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
RUT,Russian Federation,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
RUT,Russian Federation,official_structured_publications,6,25,ACCESS_BLOCKED,RUT_FEDSTAT_HFCE_31414,https://www.fedstat.ru/indicator/31414,AcquisitionError: Acquisition failed for RUT_FEDSTAT_HFCE_31414: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
RUT,Russian Federation,survey_or_cpi_class_c_only,7,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
RUT,Russian Federation,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
RUT,Russian Federation,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Russian source families: RUT_FEDSTAT_HFCE_31414, RUT_ROSSTAT_HBS_2021, RUT_ROSSTAT_SUT_2021_XLSX. The absence of an admissible exact table cannot be treated as proven while these attempts are blocked.",false
CHN,China,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,official_csv_xls_xlsx,2,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,official_structured_publications,6,30,ACQUIRED_AGGREGATE_ONLY,CHN_NBS_2021_GDP_FINAL_VERIFICATION,https://www.stats.gov.cn/english/PressRelease/202212/t20221227_1891279.html,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,survey_or_cpi_class_c_only,7,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
CHN,China,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,Acquired official Chinese resources did not match the reviewed structural markers for: CHN_NBS_YEARBOOK_2022_INDEX. No source is admitted until the changed content is reviewed.,false
IDN,Indonesia,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Indonesia source families: IDN_BPS_GDP_EXPENDITURE_2020_2024, IDN_BPS_INPUT_OUTPUT_TABLES, IDN_BPS_STATISTICS_TABLES_EXPENDITURE, IDN_BPS_SUPPLY_USE_TABLES. A closed source decision is not permitted while these attempts remain blocked.",false
IDN,Indonesia,official_csv_xls_xlsx,2,1,ACCESS_BLOCKED,IDN_BPS_NATIONAL_ACCOUNTS_DOWNLOAD_SEARCH,https://www.bps.go.id/en/publication?keyword=gross%20domestic%20product%20expenditure,AcquisitionError: Acquisition failed for IDN_BPS_NATIONAL_ACCOUNTS_DOWNLOAD_SEARCH: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,official_statistical_database,3,1,ACCESS_BLOCKED,IDN_BPS_STATISTICS_TABLES_EXPENDITURE,https://www.bps.go.id/en/statistics-table?subject=531,AcquisitionError: Acquisition failed for IDN_BPS_STATISTICS_TABLES_EXPENDITURE: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,official_supply_and_use_tables,4,1,ACCESS_BLOCKED,IDN_BPS_SUPPLY_USE_TABLES,https://www.bps.go.id/en/publication?keyword=supply%20use%20table,AcquisitionError: Acquisition failed for IDN_BPS_SUPPLY_USE_TABLES: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,official_input_output_tables,5,1,ACCESS_BLOCKED,IDN_BPS_INPUT_OUTPUT_TABLES,https://www.bps.go.id/en/publication?keyword=input%20output%20table,AcquisitionError: Acquisition failed for IDN_BPS_INPUT_OUTPUT_TABLES: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,official_structured_publications,6,1,ACCESS_BLOCKED,IDN_BPS_GDP_EXPENDITURE_2020_2024,https://www.bps.go.id/en/publication/2025/05/28/2a1c585ebbd574dd91afed67/gross-domestic-product-of-indonesia-by-expenditure--2020-2024.html,AcquisitionError: Acquisition failed for IDN_BPS_GDP_EXPENDITURE_2020_2024: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,survey_or_cpi_class_c_only,7,1,ACCESS_BLOCKED,IDN_BPS_SURVEY_OR_CPI_CLASS_C,https://www.bps.go.id/en/statistics-table?subject=3,AcquisitionError: Acquisition failed for IDN_BPS_SURVEY_OR_CPI_CLASS_C: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,official_classifications_methodology,8,1,ACCESS_BLOCKED,IDN_BPS_CLASSIFICATION_METHODOLOGY,https://www.bps.go.id/en/publication?keyword=classification%20coicop,AcquisitionError: Acquisition failed for IDN_BPS_CLASSIFICATION_METHODOLOGY: attempt=1:HTTPError:HTTP Error 403: Forbidden; attempt=2:HTTPError:HTTP Error 403: Forbidden; attempt=3:HTTPError:HTTP Error 403: Forbidden; attempt=4:HTTPError:HTTP Error 403: Forbidden,false
IDN,Indonesia,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The current run could not acquire or validate all critical official Indonesia source families: IDN_BPS_GDP_EXPENDITURE_2020_2024, IDN_BPS_INPUT_OUTPUT_TABLES, IDN_BPS_STATISTICS_TABLES_EXPENDITURE, IDN_BPS_SUPPLY_USE_TABLES. A closed source decision is not permitted while these attempts remain blocked.",false
BRA,Brazil,official_national_accounts_api,1,1,ACQUIRED_REJECTED,BRA_IBGE_SIDRA_CNT_TABLES,https://sidra.ibge.gov.br/pesquisa/cnt/tabelas,SIDRA landing evidence does not pin an exact 2021 household-purpose table.,false
BRA,Brazil,official_csv_xls_xlsx,2,1,ACQUIRED_REJECTED,BRA_IBGE_DOWNLOADABLE_SCN_TABLES,https://www.ibge.gov.br/estatisticas/downloads-estatisticas.html,A downloads page is not a pinned exact dataset.,false
BRA,Brazil,official_statistical_database,3,1,ACCESS_BLOCKED,BRA_IBGE_CONTAS_ECONOMICAS_INTEGRADAS,https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais/9052-sistema-de-contas-nacionais-brasil.html?=&t=resultados,"AcquisitionError: Acquisition failed for BRA_IBGE_CONTAS_ECONOMICAS_INTEGRADAS: attempt=1:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=2:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=3:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=4:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>",false
BRA,Brazil,official_supply_and_use_tables,4,1,ACQUIRED_REJECTED,BRA_IBGE_TABELAS_RECURSOS_USOS,https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais/9052-sistema-de-contas-nacionais-brasil.html?=&t=resultados,TRU is product/resource-use evidence; exact COICOP weights would require many-to-many allocation.,false
BRA,Brazil,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The current run could not acquire or validate all critical official Brazil source families: BRA_IBGE_CONTAS_ECONOMICAS_INTEGRADAS. A closed source decision is not permitted while these attempts remain blocked.,false
BRA,Brazil,official_structured_publications,6,1,ACQUIRED_REJECTED,BRA_IBGE_SISTEMA_CONTAS_NACIONAIS,https://www.ibge.gov.br/estatisticas/economicas/contas-nacionais/9052-sistema-de-contas-nacionais-brasil.html,The SCN publication family does not expose a pinned strict S14/P31DC twelve-purpose table in this probe.,false
BRA,Brazil,survey_or_cpi_class_c_only,7,1,ACCESS_BLOCKED,BRA_IBGE_POF_IPCA_CLASS_C,https://www.ibge.gov.br/estatisticas/sociais/populacao/24786-pesquisa-de-orcamentos-familiares-2.html,"AcquisitionError: Acquisition failed for BRA_IBGE_POF_IPCA_CLASS_C: attempt=1:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=2:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=3:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>; attempt=4:URLError:<urlopen error [WinError 10060] Uma tentativa de ligação falhou porque o componente ligado não respondeu
corretamente após um período de tempo, ou a ligação estabelecida falhou
porque o anfitrião ligado não respondeu>",false
BRA,Brazil,official_classifications_methodology,8,1,SOURCE_CONTENT_REVIEW_REQUIRED,BRA_IBGE_CLASSIFICACOES_METODOLOGIA,https://www.ibge.gov.br/estatisticas/metodos-e-classificacoes/classificacoes-e-listas-estatisticas.html,Methodology documentation does not itself supply expenditure values.,false
BRA,Brazil,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The current run could not acquire or validate all critical official Brazil source families: BRA_IBGE_CONTAS_ECONOMICAS_INTEGRADAS. A closed source decision is not permitted while these attempts remain blocked.,false
EGY,Egypt,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The current run could not acquire or validate all critical official Egypt source families: EGY_CAPMAS_HIECS_2021. A closed source decision is not permitted while these attempts remain blocked.,false
EGY,Egypt,official_csv_xls_xlsx,2,1,ACQUIRED_REJECTED,EGY_CAPMAS_NATIONAL_ACCOUNTS_EXPORT_CSV,https://censusinfo.capmas.gov.eg/Metadata-en-v4.2/index.php/catalog/export/csv?collection%5B%5D=National_Accounts&ps=5000,"The CSV is an inventory, not expenditure values, and does not identify a 2021 exact-purpose table.",false
EGY,Egypt,official_statistical_database,3,1,ACQUIRED_REJECTED,EGY_CAPMAS_NATIONAL_ACCOUNTS_CATALOG,https://censusinfo.capmas.gov.eg/Metadata-en-v4.2/index.php/catalog/National_Accounts?reset=reset,The official catalogue inventory lists historical SUT and input-output studies but no 2021 twelve-purpose S14/P31 table.,false
EGY,Egypt,official_supply_and_use_tables,4,1,ACQUIRED_REJECTED,EGY_CAPMAS_SUT_2017_2018_METHOD,https://censusinfo.capmas.gov.eg/Metadata-en-v4.2/index.php/catalog/518/study-description,"The SUT benchmark is 2017/2018 and organised by products and activities, not a 2021 twelve-purpose table.",false
EGY,Egypt,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The current run could not acquire or validate all critical official Egypt source families: EGY_CAPMAS_HIECS_2021. A closed source decision is not permitted while these attempts remain blocked.,false
EGY,Egypt,official_structured_publications,6,1,ACCESS_BLOCKED,EGY_CAPMAS_CENTRAL_DATA_CATALOG,https://www.censusinfo.capmas.gov.eg/Metadata-en-v4.2/index.php/catalog/?sort_by=titl&sort_order=desc,"AcquisitionError: Acquisition failed for EGY_CAPMAS_CENTRAL_DATA_CATALOG: attempt=1:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>; attempt=2:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>; attempt=3:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>; attempt=4:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>",false
EGY,Egypt,survey_or_cpi_class_c_only,7,1,ACCESS_BLOCKED,EGY_CAPMAS_HIECS_2021,https://www.censusinfo.capmas.gov.eg/metadata-en-v4.2/index.php/catalog/747/overview,"AcquisitionError: Acquisition failed for EGY_CAPMAS_HIECS_2021: attempt=1:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>; attempt=2:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>; attempt=3:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>; attempt=4:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.censusinfo.capmas.gov.eg'. (_ssl.c:1082)>",false
EGY,Egypt,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The current run could not acquire or validate all critical official Egypt source families: EGY_CAPMAS_HIECS_2021. A closed source decision is not permitted while these attempts remain blocked.,false
EGY,Egypt,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,The current run could not acquire or validate all critical official Egypt source families: EGY_CAPMAS_HIECS_2021. A closed source decision is not permitted while these attempts remain blocked.,false
PAK,Pakistan,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"PBS publishes aggregate annual household final consumption at current and constant prices, including fiscal 2021-22, while the purpose detail located in HIES is a 2018-19 household survey. The reviewed source chain does not provide calendar-2021 current-price S14/P31 household expenditure by all twelve Armilar purposes without survey substitution or temporal conversion.",false
PAK,Pakistan,official_csv_xls_xlsx,2,1,ACQUIRED_REJECTED,PAK_PBS_NATIONAL_ACCOUNTS_XLSX,https://www.pbs.gov.pk/wp-content/uploads/2020/07/National-Accounts-Annual-Tables-2024-25-Updated-March-2026.xlsx,"The workbook supplies aggregate HFCE for fiscal 2021-22, not calendar-2021 expenditure by twelve purposes.",false
PAK,Pakistan,official_statistical_database,3,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"PBS publishes aggregate annual household final consumption at current and constant prices, including fiscal 2021-22, while the purpose detail located in HIES is a 2018-19 household survey. The reviewed source chain does not provide calendar-2021 current-price S14/P31 household expenditure by all twelve Armilar purposes without survey substitution or temporal conversion.",false
PAK,Pakistan,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"PBS publishes aggregate annual household final consumption at current and constant prices, including fiscal 2021-22, while the purpose detail located in HIES is a 2018-19 household survey. The reviewed source chain does not provide calendar-2021 current-price S14/P31 household expenditure by all twelve Armilar purposes without survey substitution or temporal conversion.",false
PAK,Pakistan,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"PBS publishes aggregate annual household final consumption at current and constant prices, including fiscal 2021-22, while the purpose detail located in HIES is a 2018-19 household survey. The reviewed source chain does not provide calendar-2021 current-price S14/P31 household expenditure by all twelve Armilar purposes without survey substitution or temporal conversion.",false
PAK,Pakistan,official_structured_publications,6,2,ACQUIRED_REJECTED,PAK_PBS_NATIONAL_ACCOUNTS_PAGE,https://www.pbs.gov.pk/national-accounts-2/,The national-accounts portal confirms aggregate expenditure-GDP series but does not expose HFCE by twelve household purposes.,false
PAK,Pakistan,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,PAK_PBS_HIES_2018_19,https://www.pbs.gov.pk/hies/,"HIES provides COICOP household-survey shares for 2018-19, not national-accounts S14/P31 values for 2021.",false
PAK,Pakistan,official_classifications_methodology,8,1,ACQUIRED_REJECTED,PAK_PBS_NATIONAL_ACCOUNTS_FAQ,https://www.pbs.gov.pk/docs/national-accounts/,The methodology confirms aggregate household final consumption as a GDP component but no purpose-classified table.,false
PAK,Pakistan,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"PBS publishes aggregate annual household final consumption at current and constant prices, including fiscal 2021-22, while the purpose detail located in HIES is a 2018-19 household survey. The reviewed source chain does not provide calendar-2021 current-price S14/P31 household expenditure by all twelve Armilar purposes without survey substitution or temporal conversion.",false
NGA,Nigeria,official_national_accounts_api,1,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,official_csv_xls_xlsx,2,1,ACQUIRED_REJECTED,NGA_NBS_GDP_EXPENDITURE_2021_PDF,https://www.nigerianstat.gov.ng/pdfuploads/Expenditure%20Report%20Revised_Q2%202020%20-Q3%202021%20and%20Provisional%20Q4%202021.pdf,The official PDF preserves the 2021 aggregate expenditure evidence but does not provide a machine-readable twelve-purpose table.,false
NGA,Nigeria,official_statistical_database,3,1,ACQUIRED_REJECTED,NGA_NBS_ELIBRARY,https://nigerianstat.gov.ng/elibrary,The portal is source-discovery evidence and not itself an exact dataset.,false
NGA,Nigeria,official_supply_and_use_tables,4,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,official_input_output_tables,5,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,official_structured_publications,6,1,ACQUIRED_REJECTED,NGA_NBS_ELIBRARY_REPORT_PAGE,https://www.nigerianstat.gov.ng/elibrary/read/1241168,The official 2021 expenditure-GDP release reports household consumption only as an aggregate component.,false
NGA,Nigeria,survey_or_cpi_class_c_only,7,1,ACQUIRED_REJECTED,NGA_NBS_CONSUMPTION_PATTERN_2019,https://www.nigerianstat.gov.ng/elibrary/read/1094,"The 2019 household-consumption study is survey evidence, has the wrong period and does not constitute national-accounts S14/P31 by twelve purposes.",false
NGA,Nigeria,official_classifications_methodology,8,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
NGA,Nigeria,exhaustive_unavailability_documentation,9,0,NOT_INVESTIGATED_IN_CURRENT_PROBE,,,"The official 2021 expenditure-GDP release supplies aggregate household consumption, while detailed consumption evidence located in the NBS e-library refers to a 2019 household survey. No reviewed source supplies current-price 2021 strict S14/P31 expenditure by all twelve Armilar purposes without survey substitution.",false
